Complexity,Loss,Equation
1,6689.754,"58.57356"
3,60.685688,"1.2783487 ^ x0"
4,0.72234917,"exp(x0) * 1.3211871e-7"
5,5.411768e-5,"1.611191 ^ (x0 + -10.180897)"
7,3.121224e-6,"-0.010260156 + (1.6100512 ^ (x0 + -10.164692))"
9,2.8042753e-12,"(x0 * ((x0 * 0.85639995) - 10.128799)) + 9.272397"
11,3.031649e-13,"(((6.1817737 - (x0 * 0.52267504)) * x0) * -1.6384944) - -9.272402"
13,1.3634285e-13,"(-0.57343155 - ((((x0 * 0.568665) - 6.7257056) * x0) + 5.5836086)) * -1.5059834"
21,0.0,"((((exp(-13.355095 - x0) * (66.60129 - exp(x0))) - ((x0 * 0.45246044) - 5.351338)) * x0) - 4.898915) * -1.892763"
