instance_name,best_model,best_r2_score
qspiflash_dualflexpress_divthree-p075,linear,0.8985793907398689
oski15a01b57s,linear,0.9966278887883364
circular_pointer_top_w128_d8_e0,polynomial,0.9368517056394741
mutexp0,linear,0.9455360505537216
cmuperiodic,linear,0.9984539433586752
qspiflash_dualflexpress_divfive-p022,linear,0.9978947744454084
zipcpu-zipmmu-p33,linear,0.8918098653601866
dspfilters_fastfir_second-p07,linear,0.918231263482267
oski15a01b41s,exponential,0.9293294150349486
eijks1238,linear,0.9840089391994166
nusmvtcasp2,linear,0.9942232428605794
shift_register_top_w128_d16_e0,exponential,0.9965970713106803
kenoopp1,linear,0.9185172339241623
oski15a01b16s,linear,0.9985083891972132
circular_pointer_top_w16_d32_e0,polynomial,0.8655057711499156
nusmvbrp,polynomial,0.9914182843224395
arbitrated_top_n4_w64_d32_e0,polynomial,0.8729497949095844
zipcpu-zipmmu-p02,linear,0.9158572109037169
cal97,exponential,0.9993916540269032
arbitrated_top_n3_w8_d128_e0,exponential,0.9931621782730309
oski15a10b14s,exponential,0.9961143218756533
paper_v3,polynomial,0.9846586383973515
bj08amba5g62,linear,0.9980215805868514
qspiflash_dualflexpress_divfive-p007,polynomial,0.9902187649405878
qspiflash_dualflexpress_divthree-p124,linear,0.9272844970600778
oski15a01b39s,linear,0.9870490990601175
arbitrated_top_n3_w8_d16_e0,polynomial,0.8739903211690406
oski2b2i,linear,0.9982120327008058
6s210b037,linear,0.9962582752517292
pdtpmstwo,polynomial,0.9428265197300914
6s20,linear,0.8158325396181942
prodcellp2neg,linear,0.9973938731661532
oski15a14b16s,linear,0.9957692729277439
pdtvsar8multip13,linear,0.9953900092930589
nusmvguidancep8,polynomial,0.9844355207157588
qspiflash_qflexpress_divfive-p075,linear,0.8999648378588794
pdtvisgoodbakery0,polynomial,0.9744683221391943
oski15a07b1s,linear,0.9423317088937291
bc57sensorsp2,polynomial,0.9771269652814313
power2bit128,polynomial,0.9941572268285166
bj08amba3g1,linear,0.9939375448271504
gen12,linear,0.8974239466487387
6s344rb150,linear,0.9989257841258418
6s307rb09,linear,0.999129006462702
oski15a01b03s,exponential,0.9936663989116649
qspiflash_qflexpress_divfive-p048,polynomial,0.951090986815545
cmugigamax,linear,0.8937601892341002
vcegar_QF_BV_ar,linear,0.9974729120278009
cal162,polynomial,0.9929347423194363
cal176,exponential,0.9982177923011375
intel059,linear,0.9423242772887257
pdtvsarmultip08,linear,0.9946837434404607
oc8051gmfbaddr,linear,0.9591986287009172
mentorbm1p07,linear,0.941749168043195
139464p0,linear,0.998578028437866
nusmvsyncarb10p2,linear,0.9485517366286753
cal41,linear,0.894193810263881
pj2010,linear,0.9917217924119892
6s404rb4,polynomial,0.9935397319069628
oski15a01b42s,exponential,0.9598386354281859
6s206rb103,linear,0.998839259395965
6s329rb19,polynomial,0.9949088280389993
6s339rb19,exponential,0.9779880906350745
oski15a01b15s,linear,0.9982437466724278
qspiflash_qflexpress_divfive-p100,polynomial,0.9848652443042306
pdtswvsam6x8p1,linear,0.9776243263361066
pdtpmsns2,polynomial,0.9888604038462576
beemszmsk1f1,polynomial,0.9894181834952757
dspfilters_fastfir_second-p21,linear,0.9975106628267295
dspfilters_fastfir_second-p09,linear,0.7967256821293429
oski15a01b35s,linear,0.9975353789017047
bob9234spec6neg,linear,0.9374699598916778
pj2006,linear,0.9231307949284313
bob12s09,exponential,0.9999933098138089
139442p1,linear,0.912245808992443
mentorbm1p05,linear,0.8869047642957728
dme6p1neg,linear,0.999635876589206
oski15a01b23s,linear,0.9951755723342401
arbitrated_top_n3_w64_d128_e0,exponential,0.9911014934372581
oc8051gmc6data,linear,0.9401357246203708
qspiflash_dualflexpress_divfive-p164,linear,0.9325214384789499
nusmvtcastp3,linear,0.9959300917039108
zipversa_composecrc_prf-p22,linear,0.9813163214064833
6s357r,exponential,0.9899609086992879
bc57sensorsp1,exponential,0.9821486577308061
viscoherencep3,polynomial,0.97927108939257
zipcpu-busdelay-p46,polynomial,0.9905081504018369
gen39,linear,0.9381195924054495
6s269r,exponential,0.9922640493522038
gen10,linear,0.9289764559424671
zipcpu-busdelay-p47,exponential,0.9895728011248744
viscoherencep2,linear,0.9583802078570876
eijks1196,linear,0.9683792489369301
bc57sensorsp0,polynomial,0.9725132114946936
bj08amba2g4f3,linear,0.8805429484782338
qspiflash_qflexpress_divfive-p063,linear,0.8798614299418417
arbitrated_top_n4_w16_d64_e0,exponential,0.8931351738343495
qspiflash_dualflexpress_divthree-p046,linear,0.9191204609627384
intel066,polynomial,0.9975269522453406
cal161,linear,0.9306663556424606
cal149,exponential,0.9999705068125193
qspiflash_dualflexpress_divthree-p085,polynomial,0.9854050462367012
oski15a08b15s,exponential,0.9189604860914737
beemadd4b1,exponential,0.9433458222738241
139442p0,linear,0.9998183053226819
pj2007,linear,0.9780858950967273
beemptrsn4b1,linear,0.8891023286273159
at,None,
oski15a08b03s,exponential,0.9637515917481309
cal81,linear,0.9476690541001992
pdtvisvsar22,linear,0.9996800627039595
zipcpu-zipmmu-p14,polynomial,0.9880580134165576
texasifetch1p8,linear,0.9964828262248725
zipcpu-zipmmu-p00,linear,0.9016941810191658
oski15a01b19s,exponential,0.8674117264133241
bjrb07amba4andenv,linear,0.9328931324573306
qspiflash_qflexpress_divfive-p107,exponential,0.9548032731971415
qspiflash_qflexpress_divfive-p113,exponential,0.966592813821159
oc8051gm15addr,linear,0.9518820708793273
beemmsmie1f1,exponential,0.9945119918212926
eijks344,linear,0.9830409050002247
6s339rb22,polynomial,0.8738418127758478
oski15a14b21s,polynomial,0.8628628646401473
qspiflash_dualflexpress_divthree-p136,linear,0.903420353044546
pj2003,linear,0.9984465197895501
cmudme2,exponential,0.9809386186749408
beemtrngt4b1,polynomial,0.9924264305051509
bob9234spec4neg,linear,0.9981052814782352
oski15a08b14s,exponential,0.9236995987157256
qspiflash_dualflexpress_divfive-p161,polynomial,0.9856875581189685
oski15a01b59s,exponential,0.8551356838847197
cal159,linear,0.8987765025975608
neclaftp4001,linear,0.9977704116197365
qspiflash_qflexpress_divfive-p067,polynomial,0.9754798661580315
oc8051gm1edata,linear,0.9496329704368452
shift_register_top_w16_d8_e0,linear,0.907381930900747
gen14,linear,0.8862172396173957
bobsynthetic2,polynomial,0.929813341029006
zipcpu-busdelay-p43,linear,0.9957724180973172
6s218b2950,exponential,0.983759180568818
arbitrated_top_n4_w128_d16_e0,polynomial,0.8751542115168227
pdtpmsusbphy,linear,0.9963757836494362
oski15a01b75s,linear,0.9958043251500894
power2eq32768,linear,0.9603661070048453
intel063,linear,0.9292313550759868
shift_register_top_w32_d16_e0,exponential,0.9920712079814149
mentorbm1p01,linear,0.9980807154281464
qspiflash_dualflexpress_divthree-p094,linear,0.9371918715747604
oski15a01b22s,linear,0.9984539451473744
oc8051gm58addr,linear,0.9456345973889686
pj2016,linear,0.9235462200656469
6s275rb318,exponential,0.985435531009821
pj2002,linear,0.9949003354236364
dspfilters_fastfir_second-p25,polynomial,0.930670511556646
elevator,None,
139462p0,linear,0.9997784353092221
cal90,polynomial,0.9853211967749478
zipcpu-zipmmu-p39,linear,0.9518394715895399
cal84,polynomial,0.9715464616416708
pdtvisvending09,linear,0.99873359483109
eijks386,linear,0.9429429112727382
oski15a01b63s,linear,0.9794982438489263
prodcellp0neg,polynomial,0.9755556666394778
qspiflash_qflexpress_divfive-p104,linear,0.9427093315768921
6s385rb444,linear,0.9964115757835791
pdtvisgray0,linear,1.0
arbitrated_top_n5_w64_d16_e0,polynomial,0.8686374702759655
visarbiter,linear,0.9215225417590303
cal86,polynomial,0.9853896877231915
pdtpmsblackjack,polynomial,0.9710313916722254
oski15a01b43s,polynomial,0.9361664829975079
qspiflash_dualflexpress_divthree-p121,polynomial,0.9794775073211602
qspiflash_dualflexpress_divfive-p016,linear,0.9485767283354829
oski15a01b55s,linear,0.9819259156934186
shift1add512,polynomial,0.9922093103655477
6s202b00,exponential,0.7389918708122883
visprodcellp01,linear,0.9833799223364351
pdtvsarmultip30,linear,0.9984356960398069
beemtlphn4f1,polynomial,0.9777039038078705
beemelev2f1,linear,0.9760147882360681
intel061,linear,0.9209690733337405
6s309b046,polynomial,0.89758293894499
qspiflash_dualflexpress_divthree-p069,linear,0.9086739068754125
6s342rb131,exponential,0.9176407747828428
qspiflash_qflexpress_divfive-p064,linear,0.9298109989728356
bobsynth09neg,linear,0.9437786156668286
6s31,polynomial,0.9567769802571069
neclaftp4002,linear,0.9995726625905493
6s405rb611,linear,0.995063029289435
oski15a01b02s,exponential,0.9859644554016634
pdtvsar8multip16,linear,0.9983254386479701
shift1add262144,polynomial,0.9847422064659366
6s374b029,linear,0.9692187438675898
6s410rb043,linear,0.9442402627063559
msmie,None,
6s350rb46,exponential,0.9678275353105549
oski15a01b79s,linear,0.9992870417373505
arbitrated_top_n2_w8_d128_e0,exponential,0.9671565599218721
oski15a14b17s,linear,0.8500441173993958
circular_pointer_top_w64_d8_e0,linear,0.8709985363232872
oski2b3i,linear,0.9978666097772079
qspiflash_dualflexpress_divthree-p068,exponential,0.9825832708705071
qspiflash_dualflexpress_divthree-p054,linear,0.9350894661134309
eijks1423,exponential,0.9899972758976766
mentorbm1p02,polynomial,0.9181696024292006
bobsynthor,polynomial,0.9865273411316239
6s205b20,exponential,0.9699376388663122
oski15a10b03s,linear,0.81060183672648
vis_arrays_buf_bug,polynomial,0.9654363545793289
qspiflash_dualflexpress_divthree-p134,polynomial,0.9894454004433897
pj2015,polynomial,0.9086468742062936
eijks208o,polynomial,0.9851844963117775
139444p0,linear,0.9994514220411221
cal87,polynomial,0.9597523665230243
oski15a10b15s,polynomial,0.9409614843181321
6s404rb1,exponential,0.9922617179684806
6s329rb20,polynomial,0.986430953885062
eijks420,polynomial,0.9340620708483546
qspiflash_qflexpress_divfive-p139,polynomial,0.989610419464471
pdtvisvsa16a27,linear,0.9789182517649511
oski15a14b01s,linear,0.9971603955991855
buggy_ridecore,exponential,0.9991581314858967
6s159,linear,0.9211324634267674
power2eq65536,linear,0.9603661070048453
arbitrated_top_n2_w8_d64_e0,exponential,0.9929653318434525
vgasim_imgfifo-p089,linear,0.9226837695789734
6s310r,linear,0.9199616367863218
oski15a01b33s,linear,0.9962871656843031
qspiflash_dualflexpress_divfive-p058,linear,0.9333429026712233
mentorbm1and,exponential,0.9639237514973927
cal37,exponential,0.9378578859873397
qspiflash_dualflexpress_divthree-p153,polynomial,0.9863436624626858
pdtvistwoall3,linear,0.9989625877101341
oski15a01b25s,linear,0.9951708500307972
beemfwt3f3,linear,0.9945689870309538
mul7,linear,0.9689659484161195
bobtuint19neg,linear,0.9468495698304552
6s309b034,polynomial,0.927233206391027
picorv32_mutBY_nomem-p4,exponential,0.9999819156142545
intel007,linear,0.8810749811104157
6s43,polynomial,0.993193320478452
bobsynthand,linear,0.9973756100358521
6s350rb35,polynomial,0.5013609528327597
neclabakery001,polynomial,0.9870649296670068
oski15a01b09s,linear,0.9506065444303804
qspiflash_qflexpress_divfive-p017,linear,0.998695490167166
rast-p21,linear,0.9252590780299135
oc8051gmc5addr,linear,0.9667735116260849
intel012,exponential,0.9751707381776732
qspiflash_dualflexpress_divthree-p032,polynomial,0.9912815402582459
cal129,exponential,0.9998122584635335
oski15a08b13s,exponential,0.9221894766514258
pdtvishuffman1,linear,0.992278759365936
zipcpu-zipmmu-p48,exponential,0.9137888585178768
beempgsol5b1,linear,0.9944232877190433
oski15a08b05s,exponential,0.9579362657496726
bobsm5378d2,linear,0.97058812736603
139443p0,linear,0.999635197577585
bobtuintorneg,linear,0.9995415184652339
bob05,polynomial,0.9811442789475098
